vote,@name-id,@sort-field,@unaccented-name,@party,@state,@role,#text,rollcall-num
Jeffries,D000399,Doggett,Doggett,D,TX,legislator,Doggett,3
McCarthy,D000032,Donalds,Donalds,R,FL,legislator,Donalds,3
McCarthy,D000633,Duarte,Duarte,R,CA,legislator,Duarte,3
McCarthy,D000615,Duncan,Duncan,R,SC,legislator,Duncan,3
McCarthy,D000628,Dunn (FL),Dunn (FL),R,FL,legislator,Dunn (FL),3
McCarthy,E000246,Edwards,Edwards,R,NC,legislator,Edwards,3
McCarthy,E000071,Ellzey,Ellzey,R,TX,legislator,Ellzey,3
McCarthy,E000294,Emmer,Emmer,R,MN,legislator,Emmer,3
Jeffries,E000299,Escobar,Escobar,D,TX,legislator,Escobar,3
Jeffries,E000215,Eshoo,Eshoo,D,CA,legislator,Eshoo,3
Jeffries,E000297,Espaillat,Espaillat,D,NY,legislator,Espaillat,3
McCarthy,E000298,Estes,Estes,R,KS,legislator,Estes,3
Jeffries,E000296,Evans,Evans,D,PA,legislator,Evans,3
McCarthy,E000235,Ezell,Ezell,R,MS,legislator,Ezell,3
McCarthy,F000246,Fallon,Fallon,R,TX,legislator,Fallon,3
McCarthy,F000446,Feenstra,Feenstra,R,IA,legislator,Feenstra,3
McCarthy,F000465,Ferguson,Ferguson,R,GA,legislator,Ferguson,3
McCarthy,F000475,Finstad,Finstad,R,MN,legislator,Finstad,3
McCarthy,F000470,Fischbach,Fischbach,R,MN,legislator,Fischbach,3
McCarthy,F000471,Fitzgerald,Fitzgerald,R,WI,legislator,Fitzgerald,3
McCarthy,F000466,Fitzpatrick,Fitzpatrick,R,PA,legislator,Fitzpatrick,3
McCarthy,F000459,Fleischmann,Fleischmann,R,TN,legislator,Fleischmann,3
Jeffries,F000468,Fletcher,Fletcher,D,TX,legislator,Fletcher,3
McCarthy,F000474,Flood,Flood,R,NE,legislator,Flood,3
Jeffries,F000454,Foster,Foster,D,IL,legislator,Foster,3
Jeffries,F000477,Foushee,Foushee,D,NC,legislator,Foushee,3
McCarthy,F000450,Foxx,Foxx,R,NC,legislator,Foxx,3
Jeffries,F000462,"Frankel, Lois","Frankel, Lois",D,FL,legislator,"Frankel, Lois",3
McCarthy,F000472,"Franklin, C. Scott","Franklin, C. Scott",R,FL,legislator,"Franklin, C. Scott",3
Jeffries,F000476,Frost,Frost,D,FL,legislator,Frost,3
McCarthy,F000478,Fry,Fry,R,SC,legislator,Fry,3
McCarthy,F000469,Fulcher,Fulcher,R,ID,legislator,Fulcher,3
Jordan,G000578,Gaetz,Gaetz,R,FL,legislator,Gaetz,3
McCarthy,G000579,Gallagher,Gallagher,R,WI,legislator,Gallagher,3
Jeffries,G000574,Gallego,Gallego,D,AZ,legislator,Gallego,3
Jeffries,G000559,Garamendi,Garamendi,D,CA,legislator,Garamendi,3
McCarthy,G000597,Garbarino,Garbarino,R,NY,legislator,Garbarino,3
Jeffries,G000586,Garcia (IL),Garcia (IL),D,IL,legislator,García (IL),3
Jeffries,G000587,Garcia (TX),Garcia (TX),D,TX,legislator,Garcia (TX),3
McCarthy,G000061,"Garcia, Mike","Garcia, Mike",R,CA,legislator,"Garcia, Mike",3
Jeffries,G000598,"Garcia, Robert","Garcia, Robert",D,CA,legislator,"Garcia, Robert",3
McCarthy,G000593,Gimenez,Gimenez,R,FL,legislator,Gimenez,3
Jeffries,G000592,Golden (ME),Golden (ME),D,ME,legislator,Golden (ME),3
Jeffries,G000599,Goldman (NY),Goldman (NY),D,NY,legislator,Goldman (NY),3
Jeffries,G000585,Gomez,Gomez,D,CA,legislator,Gomez,3
McCarthy,G000594,"Gonzales, Tony","Gonzales, Tony",R,TX,legislator,"Gonzales, Tony",3
Jeffries,G000581,"Gonzalez, Vicente","Gonzalez, Vicente",D,TX,legislator,"Gonzalez, Vicente",3
Jordan,G000595,Good (VA),Good (VA),R,VA,legislator,Good (VA),3
McCarthy,G000589,Gooden (TX),Gooden (TX),R,TX,legislator,Gooden (TX),3
Jordan,G000565,Gosar,Gosar,R,AZ,legislator,Gosar,3
Jeffries,G000583,Gottheimer,Gottheimer,D,NJ,legislator,Gottheimer,3
McCarthy,G000377,Granger,Granger,R,TX,legislator,Granger,3
McCarthy,G000577,Graves (LA),Graves (LA),R,LA,legislator,Graves (LA),3
McCarthy,G000546,Graves (MO),Graves (MO),R,MO,legislator,Graves (MO),3
McCarthy,G000590,Green (TN),Green (TN),R,TN,legislator,Green (TN),3
Jeffries,G000553,Green (TX),Green (TX),D,TX,legislator,Green (TX),3
McCarthy,G000596,Greene (GA),Greene (GA),R,GA,legislator,Greene (GA),3
McCarthy,G000568,Griffith,Griffith,R,VA,legislator,Griffith,3
Jeffries,G000551,Grijalva,Grijalva,D,AZ,legislator,Grijalva,3
McCarthy,G000576,Grothman,Grothman,R,WI,legislator,Grothman,3
McCarthy,G000591,Guest,Guest,R,MS,legislator,Guest,3
McCarthy,G000558,Guthrie,Guthrie,R,KY,legislator,Guthrie,3
McCarthy,H001096,Hageman,Hageman,R,WY,legislator,Hageman,3
Jeffries,H001090,Harder (CA),Harder (CA),D,CA,legislator,Harder (CA),3
Jordan,H001052,Harris,Harris,R,MD,legislator,Harris,3
McCarthy,H001086,Harshbarger,Harshbarger,R,TN,legislator,Harshbarger,3
Jeffries,H001081,Hayes,Hayes,D,CT,legislator,Hayes,3
McCarthy,H001082,Hern,Hern,R,OK,legislator,Hern,3
McCarthy,H001077,Higgins (LA),Higgins (LA),R,LA,legislator,Higgins (LA),3
Jeffries,H001038,Higgins (NY),Higgins (NY),D,NY,legislator,Higgins (NY),3
McCarthy,H001072,Hill,Hill,R,AR,legislator,Hill,3
Jeffries,H001047,Himes,Himes,D,CT,legislator,Himes,3
McCarthy,H001091,Hinson,Hinson,R,IA,legislator,Hinson,3
Jeffries,H001066,Horsford,Horsford,D,NV,legislator,Horsford,3
McCarthy,H001093,Houchin,Houchin,R,IN,legislator,Houchin,3
Jeffries,H001085,Houlahan,Houlahan,D,PA,legislator,Houlahan,3
Jeffries,H000874,Hoyer,Hoyer,D,MD,legislator,Hoyer,3
Jeffries,H001094,Hoyle (OR),Hoyle (OR),D,OR,legislator,Hoyle (OR),3
McCarthy,H001067,Hudson,Hudson,R,NC,legislator,Hudson,3
Jeffries,H001068,Huffman,Huffman,D,CA,legislator,Huffman,3
McCarthy,H001058,Huizenga,Huizenga,R,MI,legislator,Huizenga,3
McCarthy,H001095,Hunt,Hunt,R,TX,legislator,Hunt,3
McCarthy,I000056,Issa,Issa,R,CA,legislator,Issa,3
Jeffries,I000058,Ivey,Ivey,D,MD,legislator,Ivey,3
Jeffries,J000309,Jackson (IL),Jackson (IL),D,IL,legislator,Jackson (IL),3
Jeffries,J000308,Jackson (NC),Jackson (NC),D,NC,legislator,Jackson (NC),3
McCarthy,J000304,Jackson (TX),Jackson (TX),R,TX,legislator,Jackson (TX),3
Jeffries,J000032,Jackson Lee,Jackson Lee,D,TX,legislator,Jackson Lee,3
Jeffries,J000305,Jacobs,Jacobs,D,CA,legislator,Jacobs,3
McCarthy,J000307,James,James,R,MI,legislator,James,3
Jeffries,J000298,Jayapal,Jayapal,D,WA,legislator,Jayapal,3
Jeffries,J000294,Jeffries,Jeffries,D,NY,legislator,Jeffries,3
Jeffries,J000288,Johnson (GA),Johnson (GA),D,GA,legislator,Johnson (GA),3
McCarthy,J000299,Johnson (LA),Johnson (LA),R,LA,legislator,Johnson (LA),3
McCarthy,J000292,Johnson (OH),Johnson (OH),R,OH,legislator,Johnson (OH),3
McCarthy,J000301,Johnson (SD),Johnson (SD),R,SD,legislator,Johnson (SD),3
McCarthy,J000289,Jordan,Jordan,R,OH,legislator,Jordan,3
McCarthy,J000295,Joyce (OH),Joyce (OH),R,OH,legislator,Joyce (OH),3
McCarthy,J000302,Joyce (PA),Joyce (PA),R,PA,legislator,Joyce (PA),3
Jeffries,K000400,Kamlager-Dove,Kamlager-Dove,D,CA,legislator,Kamlager-Dove,3
Jeffries,K000009,Kaptur,Kaptur,D,OH,legislator,Kaptur,3
McCarthy,K000398,Kean (NJ),Kean (NJ),R,NJ,legislator,Kean (NJ),3
Jeffries,K000375,Keating,Keating,D,MA,legislator,Keating,3
Jeffries,K000385,Kelly (IL),Kelly (IL),D,IL,legislator,Kelly (IL),3
McCarthy,K000388,Kelly (MS),Kelly (MS),R,MS,legislator,Kelly (MS),3
McCarthy,K000376,Kelly (PA),Kelly (PA),R,PA,legislator,Kelly (PA),3
Jeffries,K000389,Khanna,Khanna,D,CA,legislator,Khanna,3
McCarthy,K000399,Kiggans (VA),Kiggans (VA),R,VA,legislator,Kiggans (VA),3
Jeffries,K000380,Kildee,Kildee,D,MI,legislator,Kildee,3
McCarthy,K000401,Kiley,Kiley,R,CA,legislator,Kiley,3
Jeffries,K000381,Kilmer,Kilmer,D,WA,legislator,Kilmer,3
McCarthy,K000397,Kim (CA),Kim (CA),R,CA,legislator,Kim (CA),3
Jeffries,K000394,Kim (NJ),Kim (NJ),D,NJ,legislator,Kim (NJ),3
Jeffries,K000391,Krishnamoorthi,Krishnamoorthi,D,IL,legislator,Krishnamoorthi,3
Jeffries,K000382,Kuster,Kuster,D,NH,legislator,Kuster,3
McCarthy,K000392,Kustoff,Kustoff,R,TN,legislator,Kustoff,3
McCarthy,L000585,LaHood,LaHood,R,IL,legislator,LaHood,3
McCarthy,L000598,LaLota,LaLota,R,NY,legislator,LaLota,3
McCarthy,L000578,LaMalfa,LaMalfa,R,CA,legislator,LaMalfa,3
McCarthy,L000564,Lamborn,Lamborn,R,CO,legislator,Lamborn,3
Jeffries,L000601,Landsman,Landsman,D,OH,legislator,Landsman,3
McCarthy,L000600,Langworthy,Langworthy,R,NY,legislator,Langworthy,3
Jeffries,L000560,Larsen (WA),Larsen (WA),D,WA,legislator,Larsen (WA),3
Jeffries,L000557,Larson (CT),Larson (CT),D,CT,legislator,Larson (CT),3
McCarthy,L000566,Latta,Latta,R,OH,legislator,Latta,3
McCarthy,L000266,LaTurner,LaTurner,R,KS,legislator,LaTurner,3
McCarthy,L000599,Lawler,Lawler,R,NY,legislator,Lawler,3
Jeffries,L000551,Lee (CA),Lee (CA),D,CA,legislator,Lee (CA),3
McCarthy,L000597,Lee (FL),Lee (FL),R,FL,legislator,Lee (FL),3
Jeffries,L000590,Lee (NV),Lee (NV),D,NV,legislator,Lee (NV),3
Jeffries,L000602,Lee (PA),Lee (PA),D,PA,legislator,Lee (PA),3
Jeffries,L000273,Leger Fernandez,Leger Fernandez,D,NM,legislator,Leger Fernandez,3
McCarthy,L000589,Lesko,Lesko,R,AZ,legislator,Lesko,3
McCarthy,L000595,Letlow,Letlow,R,LA,legislator,Letlow,3
Jeffries,L000593,Levin,Levin,D,CA,legislator,Levin,3
Jeffries,L000582,Lieu,Lieu,D,CA,legislator,Lieu,3
Jeffries,L000397,Lofgren,Lofgren,D,CA,legislator,Lofgren,3
McCarthy,L000583,Loudermilk,Loudermilk,R,GA,legislator,Loudermilk,3
McCarthy,L000491,Lucas,Lucas,R,OK,legislator,Lucas,3
McCarthy,L000569,Luetkemeyer,Luetkemeyer,R,MO,legislator,Luetkemeyer,3
Jordan,L000596,Luna,Luna,R,FL,legislator,Luna,3
McCarthy,L000603,Luttrell,Luttrell,R,TX,legislator,Luttrell,3
Jeffries,L000562,Lynch,Lynch,D,MA,legislator,Lynch,3
McCarthy,M000194,Mace,Mace,R,SC,legislator,Mace,3
Jeffries,M001223,Magaziner,Magaziner,D,RI,legislator,Magaziner,3
McCarthy,M000317,Malliotakis,Malliotakis,R,NY,legislator,Malliotakis,3
McCarthy,M000871,Mann,Mann,R,KS,legislator,Mann,3
Jeffries,M001135,Manning,Manning,D,NC,legislator,Manning,3
McCarthy,M001184,Massie,Massie,R,KY,legislator,Massie,3
McCarthy,M001199,Mast,Mast,R,FL,legislator,Mast,3
Jeffries,M001163,Matsui,Matsui,D,CA,legislator,Matsui,3
Jeffries,M001208,McBath,McBath,D,GA,legislator,McBath,3
McCarthy,M001165,McCarthy,McCarthy,R,CA,legislator,McCarthy,3
McCarthy,M001157,McCaul,McCaul,R,TX,legislator,McCaul,3
McCarthy,M001136,McClain,McClain,R,MI,legislator,McClain,3
McCarthy,M001177,McClintock,McClintock,R,CA,legislator,McClintock,3
Jeffries,M001143,McCollum,McCollum,D,MN,legislator,McCollum,3
McCarthy,M001218,McCormick,McCormick,R,GA,legislator,McCormick,3
Jeffries,M001220,McGarvey,McGarvey,D,KY,legislator,McGarvey,3
Jeffries,M000312,McGovern,McGovern,D,MA,legislator,McGovern,3
McCarthy,M001156,McHenry,McHenry,R,NC,legislator,McHenry,3
Jeffries,M001137,Meeks,Meeks,D,NY,legislator,Meeks,3
Jeffries,M001226,Menendez,Menendez,D,NJ,legislator,Menendez,3
Jeffries,M001188,Meng,Meng,D,NY,legislator,Meng,3
McCarthy,M001204,Meuser,Meuser,R,PA,legislator,Meuser,3
Jeffries,M000687,Mfume,Mfume,D,MD,legislator,Mfume,3
Jordan,M001211,Miller (IL),Miller (IL),R,IL,legislator,Miller (IL),3
McCarthy,M001222,Miller (OH),Miller (OH),R,OH,legislator,Miller (OH),3
McCarthy,M001205,Miller (WV),Miller (WV),R,WV,legislator,Miller (WV),3
McCarthy,M001215,Miller-Meeks,Miller-Meeks,R,IA,legislator,Miller-Meeks,3
McCarthy,M001216,Mills,Mills,R,FL,legislator,Mills,3
McCarthy,M001221,Molinaro,Molinaro,R,NY,legislator,Molinaro,3
McCarthy,M001194,Moolenaar,Moolenaar,R,MI,legislator,Moolenaar,3
McCarthy,M001195,Mooney,Mooney,R,WV,legislator,Mooney,3
McCarthy,M001212,Moore (AL),Moore (AL),R,AL,legislator,Moore (AL),3
McCarthy,M001213,Moore (UT),Moore (UT),R,UT,legislator,Moore (UT),3
Jeffries,M001160,Moore (WI),Moore (WI),D,WI,legislator,Moore (WI),3
McCarthy,M001224,Moran,Moran,R,TX,legislator,Moran,3
Jeffries,M001206,Morelle,Morelle,D,NY,legislator,Morelle,3
Jeffries,M001217,Moskowitz,Moskowitz,D,FL,legislator,Moskowitz,3
Jeffries,M001196,Moulton,Moulton,D,MA,legislator,Moulton,3
Jeffries,M001214,Mrvan,Mrvan,D,IN,legislator,Mrvan,3
Jeffries,M001225,Mullin,Mullin,D,CA,legislator,Mullin,3
McCarthy,M001210,Murphy,Murphy,R,NC,legislator,Murphy,3
Jeffries,N000002,Nadler,Nadler,D,NY,legislator,Nadler,3
Jeffries,N000179,Napolitano,Napolitano,D,CA,legislator,Napolitano,3
Jeffries,N000015,Neal,Neal,D,MA,legislator,Neal,3
Jeffries,N000191,Neguse,Neguse,D,CO,legislator,Neguse,3
McCarthy,N000026,Nehls,Nehls,R,TX,legislator,Nehls,3
McCarthy,N000189,Newhouse,Newhouse,R,WA,legislator,Newhouse,3
Jeffries,N000194,Nickel,Nickel,D,NC,legislator,Nickel,3
Jeffries,N000188,Norcross,Norcross,D,NJ,legislator,Norcross,3
Jordan,N000190,Norman,Norman,R,SC,legislator,Norman,3
McCarthy,N000193,Nunn (IA),Nunn (IA),R,IA,legislator,Nunn (IA),3
McCarthy,O000019,Obernolte,Obernolte,R,CA,legislator,Obernolte,3
Jeffries,O000172,Ocasio-Cortez,Ocasio-Cortez,D,NY,legislator,Ocasio-Cortez,3
Jordan,O000175,Ogles,Ogles,R,TN,legislator,Ogles,3
Jeffries,O000173,Omar,Omar,D,MN,legislator,Omar,3
McCarthy,O000086,Owens,Owens,R,UT,legislator,Owens,3
Jeffries,P000034,Pallone,Pallone,D,NJ,legislator,Pallone,3
McCarthy,P000609,Palmer,Palmer,R,AL,legislator,Palmer,3
Jeffries,P000613,Panetta,Panetta,D,CA,legislator,Panetta,3
Jeffries,P000614,Pappas,Pappas,D,NH,legislator,Pappas,3
Jeffries,P000096,Pascrell,Pascrell,D,NJ,legislator,Pascrell,3
Jeffries,P000604,Payne,Payne,D,NJ,legislator,Payne,3
Jeffries,P000197,Pelosi,Pelosi,D,CA,legislator,Pelosi,3
Jeffries,P000619,Peltola,Peltola,D,AK,legislator,Peltola,3
McCarthy,P000615,Pence,Pence,R,IN,legislator,Pence,3
Jeffries,G000600,Perez,Perez,D,WA,legislator,Perez,3
Jordan,P000605,Perry,Perry,R,PA,legislator,Perry,3
Jeffries,P000608,Peters,Peters,D,CA,legislator,Peters,3
Jeffries,P000620,Pettersen,Pettersen,D,CO,legislator,Pettersen,3
McCarthy,P000048,Pfluger,Pfluger,R,TX,legislator,Pfluger,3
Jeffries,P000616,Phillips,Phillips,D,MN,legislator,Phillips,3
Jeffries,P000597,Pingree,Pingree,D,ME,legislator,Pingree,3
Jeffries,P000607,Pocan,Pocan,D,WI,legislator,Pocan,3
Jeffries,P000618,Porter,Porter,D,CA,legislator,Porter,3
McCarthy,P000599,Posey,Posey,R,FL,legislator,Posey,3
Jeffries,P000617,Pressley,Pressley,D,MA,legislator,Pressley,3
Jeffries,Q000023,Quigley,Quigley,D,IL,legislator,Quigley,3
Jeffries,R000617,Ramirez,Ramirez,D,IL,legislator,Ramirez,3
Jeffries,R000606,Raskin,Raskin,D,MD,legislator,Raskin,3
McCarthy,R000610,Reschenthaler,Reschenthaler,R,PA,legislator,Reschenthaler,3
McCarthy,M001159,Rodgers (WA),Rodgers (WA),R,WA,legislator,Rodgers (WA),3
McCarthy,R000575,Rogers (AL),Rogers (AL),R,AL,legislator,Rogers (AL),3
McCarthy,R000395,Rogers (KY),Rogers (KY),R,KY,legislator,Rogers (KY),3
McCarthy,R000612,Rose,Rose,R,TN,legislator,Rose,3
Jordan,R000103,Rosendale,Rosendale,R,MT,legislator,Rosendale,3
Jeffries,R000305,Ross,Ross,D,NC,legislator,Ross,3
McCarthy,R000603,Rouzer,Rouzer,R,NC,legislator,Rouzer,3
Jordan,R000614,Roy,Roy,R,TX,legislator,Roy,3
Jeffries,R000599,Ruiz,Ruiz,D,CA,legislator,Ruiz,3
Jeffries,R000576,Ruppersberger,Ruppersberger,D,MD,legislator,Ruppersberger,3
McCarthy,R000609,Rutherford,Rutherford,R,FL,legislator,Rutherford,3
Jeffries,R000579,Ryan,Ryan,D,NY,legislator,Ryan,3
McCarthy,S000168,Salazar,Salazar,R,FL,legislator,Salazar,3
Jeffries,S001226,Salinas,Salinas,D,OR,legislator,Salinas,3
Jeffries,S001156,Sanchez,Sanchez,D,CA,legislator,Sánchez,3
McCarthy,S001222,Santos,Santos,R,NY,legislator,Santos,3
Jeffries,S001168,Sarbanes,Sarbanes,D,MD,legislator,Sarbanes,3
McCarthy,S001176,Scalise,Scalise,R,LA,legislator,Scalise,3
Jeffries,S001205,Scanlon,Scanlon,D,PA,legislator,Scanlon,3
Jeffries,S001145,Schakowsky,Schakowsky,D,IL,legislator,Schakowsky,3
Jeffries,S001150,Schiff,Schiff,D,CA,legislator,Schiff,3
Jeffries,S001190,Schneider,Schneider,D,IL,legislator,Schneider,3
Jeffries,S001221,Scholten,Scholten,D,MI,legislator,Scholten,3
Jeffries,S001216,Schrier,Schrier,D,WA,legislator,Schrier,3
McCarthy,S001183,Schweikert,Schweikert,R,AZ,legislator,Schweikert,3
Jeffries,S000185,Scott (VA),Scott (VA),D,VA,legislator,Scott (VA),3
McCarthy,S001189,"Scott, Austin","Scott, Austin",R,GA,legislator,"Scott, Austin",3
Jeffries,S001157,"Scott, David","Scott, David",D,GA,legislator,"Scott, David",3
Jordan,S001224,Self,Self,R,TX,legislator,Self,3
McCarthy,S000250,Sessions,Sessions,R,TX,legislator,Sessions,3
Jeffries,S001185,Sewell,Sewell,D,AL,legislator,Sewell,3
Jeffries,S000344,Sherman,Sherman,D,CA,legislator,Sherman,3
