vote,@name-id,@sort-field,@unaccented-name,@party,@state,@role,#text,rollcall-num
Jeffries,S001207,Sherrill,Sherrill,D,NJ,legislator,Sherrill,16
McCarthy,S001148,Simpson,Simpson,R,ID,legislator,Simpson,16
Jeffries,S001208,Slotkin,Slotkin,D,MI,legislator,Slotkin,16
McCarthy,S001195,Smith (MO),Smith (MO),R,MO,legislator,Smith (MO),16
McCarthy,S001172,Smith (NE),Smith (NE),R,NE,legislator,Smith (NE),16
McCarthy,S000522,Smith (NJ),Smith (NJ),R,NJ,legislator,Smith (NJ),16
Jeffries,S000510,Smith (WA),Smith (WA),D,WA,legislator,Smith (WA),16
McCarthy,S001199,Smucker,Smucker,R,PA,legislator,Smucker,16
Jeffries,S001225,Sorensen,Sorensen,D,IL,legislator,Sorensen,16
Jeffries,S001200,Soto,Soto,D,FL,legislator,Soto,16
Jeffries,S001209,Spanberger,Spanberger,D,VA,legislator,Spanberger,16
McCarthy,S000929,Spartz,Spartz,R,IN,legislator,Spartz,16
Jeffries,S001218,Stansbury,Stansbury,D,NM,legislator,Stansbury,16
Jeffries,S001211,Stanton,Stanton,D,AZ,legislator,Stanton,16
McCarthy,S001212,Stauber,Stauber,R,MN,legislator,Stauber,16
McCarthy,S001135,Steel,Steel,R,CA,legislator,Steel,16
McCarthy,S001196,Stefanik,Stefanik,R,NY,legislator,Stefanik,16
McCarthy,S001213,Steil,Steil,R,WI,legislator,Steil,16
McCarthy,S001214,Steube,Steube,R,FL,legislator,Steube,16
Jeffries,S001215,Stevens,Stevens,D,MI,legislator,Stevens,16
McCarthy,S001192,Stewart,Stewart,R,UT,legislator,Stewart,16
Jeffries,S001159,Strickland,Strickland,D,WA,legislator,Strickland,16
McCarthy,S001220,Strong,Strong,R,AL,legislator,Strong,16
Jeffries,S001193,Swalwell,Swalwell,D,CA,legislator,Swalwell,16
Jeffries,S001223,Sykes,Sykes,D,OH,legislator,Sykes,16
Jeffries,T000472,Takano,Takano,D,CA,legislator,Takano,16
McCarthy,T000478,Tenney,Tenney,R,NY,legislator,Tenney,16
Jeffries,T000488,Thanedar,Thanedar,D,MI,legislator,Thanedar,16
Jeffries,T000460,Thompson (CA),Thompson (CA),D,CA,legislator,Thompson (CA),16
Jeffries,T000193,Thompson (MS),Thompson (MS),D,MS,legislator,Thompson (MS),16
McCarthy,T000467,Thompson (PA),Thompson (PA),R,PA,legislator,Thompson (PA),16
McCarthy,T000165,Tiffany,Tiffany,R,WI,legislator,Tiffany,16
McCarthy,T000480,Timmons,Timmons,R,SC,legislator,Timmons,16
Jeffries,T000468,Titus,Titus,D,NV,legislator,Titus,16
Jeffries,T000481,Tlaib,Tlaib,D,MI,legislator,Tlaib,16
Jeffries,T000487,Tokuda,Tokuda,D,HI,legislator,Tokuda,16
Jeffries,T000469,Tonko,Tonko,D,NY,legislator,Tonko,16
Jeffries,T000474,Torres (CA),Torres (CA),D,CA,legislator,Torres (CA),16
Jeffries,T000486,Torres (NY),Torres (NY),D,NY,legislator,Torres (NY),16
Jeffries,T000482,Trahan,Trahan,D,MA,legislator,Trahan,16
Jeffries,T000483,Trone,Trone,D,MD,legislator,Trone,16
McCarthy,T000463,Turner,Turner,R,OH,legislator,Turner,16
Jeffries,U000040,Underwood,Underwood,D,IL,legislator,Underwood,16
McCarthy,V000129,Valadao,Valadao,R,CA,legislator,Valadao,16
McCarthy,V000133,Van Drew,Van Drew,R,NJ,legislator,Van Drew,16
McCarthy,V000134,Van Duyne,Van Duyne,R,TX,legislator,Van Duyne,16
McCarthy,V000135,Van Orden,Van Orden,R,WI,legislator,Van Orden,16
Jeffries,V000130,Vargas,Vargas,D,CA,legislator,Vargas,16
Jeffries,V000136,Vasquez,Vasquez,D,NM,legislator,Vasquez,16
Jeffries,V000131,Veasey,Veasey,D,TX,legislator,Veasey,16
Jeffries,V000081,Velazquez,Velazquez,D,NY,legislator,Velázquez,16
McCarthy,W000812,Wagner,Wagner,R,MO,legislator,Wagner,16
McCarthy,W000798,Walberg,Walberg,R,MI,legislator,Walberg,16
McCarthy,W000823,Waltz,Waltz,R,FL,legislator,Waltz,16
Jeffries,W000797,Wasserman Schultz,Wasserman Schultz,D,FL,legislator,Wasserman Schultz,16
Jeffries,W000187,Waters,Waters,D,CA,legislator,Waters,16
Jeffries,W000822,Watson Coleman,Watson Coleman,D,NJ,legislator,Watson Coleman,16
McCarthy,W000814,Weber (TX),Weber (TX),R,TX,legislator,Weber (TX),16
McCarthy,W000806,Webster (FL),Webster (FL),R,FL,legislator,Webster (FL),16
McCarthy,W000815,Wenstrup,Wenstrup,R,OH,legislator,Wenstrup,16
McCarthy,W000821,Westerman,Westerman,R,AR,legislator,Westerman,16
Jeffries,W000825,Wexton,Wexton,D,VA,legislator,Wexton,16
Jeffries,W000826,Wild,Wild,D,PA,legislator,Wild,16
Jeffries,W000788,Williams (GA),Williams (GA),D,GA,legislator,Williams (GA),16
McCarthy,W000828,Williams (NY),Williams (NY),R,NY,legislator,Williams (NY),16
McCarthy,W000816,Williams (TX),Williams (TX),R,TX,legislator,Williams (TX),16
Jeffries,W000808,Wilson (FL),Wilson (FL),D,FL,legislator,Wilson (FL),16
McCarthy,W000795,Wilson (SC),Wilson (SC),R,SC,legislator,Wilson (SC),16
McCarthy,W000804,Wittman,Wittman,R,VA,legislator,Wittman,16
McCarthy,W000809,Womack,Womack,R,AR,legislator,Womack,16
McCarthy,Y000067,Yakym,Yakym,R,IN,legislator,Yakym,16
McCarthy,Z000018,Zinke,Zinke,R,MT,legislator,Zinke,16
